entity_id,state,last_changed
sensor.kitchen_fridge_today_s_consumption,0.05,2025-10-15T05:54:51.032Z
sensor.kitchen_fridge_today_s_consumption,0.051,2025-10-15T05:55:29.982Z
sensor.kitchen_fridge_today_s_consumption,0.052,2025-10-15T05:56:11.115Z
sensor.kitchen_fridge_today_s_consumption,0.053,2025-10-15T05:56:52.379Z
sensor.kitchen_fridge_today_s_consumption,0.054,2025-10-15T05:57:32.104Z
sensor.kitchen_fridge_today_s_consumption,0.055,2025-10-15T05:58:12.125Z
sensor.kitchen_fridge_today_s_consumption,0.056,2025-10-15T05:58:53.043Z
sensor.kitchen_fridge_today_s_consumption,0.057,2025-10-15T05:59:30.267Z
sensor.kitchen_fridge_today_s_consumption,0.058,2025-10-15T06:00:10.309Z
sensor.kitchen_fridge_today_s_consumption,0.059,2025-10-15T06:00:49.967Z
sensor.kitchen_fridge_today_s_consumption,0.06,2025-10-15T06:01:32.056Z
sensor.kitchen_fridge_today_s_consumption,0.061,2025-10-15T06:02:09.945Z
sensor.kitchen_fridge_today_s_consumption,0.062,2025-10-15T06:02:49.949Z
sensor.kitchen_fridge_today_s_consumption,0.063,2025-10-15T06:03:30.606Z
sensor.kitchen_fridge_today_s_consumption,0.064,2025-10-15T06:04:08.939Z
sensor.kitchen_fridge_today_s_consumption,0.065,2025-10-15T06:04:49.934Z
sensor.kitchen_fridge_today_s_consumption,0.066,2025-10-15T06:05:31.381Z
sensor.kitchen_fridge_today_s_consumption,0.067,2025-10-15T06:06:10.982Z
sensor.kitchen_fridge_today_s_consumption,0.068,2025-10-15T06:06:53.046Z
sensor.kitchen_fridge_today_s_consumption,0.069,2025-10-15T06:07:29.014Z
sensor.kitchen_fridge_today_s_consumption,0.07,2025-10-15T06:08:10.210Z
sensor.kitchen_fridge_today_s_consumption,0.071,2025-10-15T06:08:52.006Z
sensor.kitchen_fridge_today_s_consumption,0.072,2025-10-15T06:09:31.941Z
sensor.kitchen_fridge_today_s_consumption,0.073,2025-10-15T06:10:14.930Z
sensor.kitchen_fridge_today_s_consumption,0.074,2025-10-15T06:10:51.432Z
sensor.kitchen_fridge_today_s_consumption,0.075,2025-10-15T06:11:30.914Z
sensor.kitchen_fridge_today_s_consumption,0.076,2025-10-15T06:12:13.113Z
sensor.kitchen_fridge_today_s_consumption,0.077,2025-10-15T06:12:53.041Z
sensor.kitchen_fridge_today_s_consumption,0.078,2025-10-15T06:13:32.981Z
sensor.kitchen_fridge_today_s_consumption,0.079,2025-10-15T06:14:15.229Z
sensor.kitchen_fridge_today_s_consumption,0.08,2025-10-15T06:14:58.681Z
sensor.kitchen_fridge_today_s_consumption,0.081,2025-10-15T06:15:35.918Z
sensor.kitchen_fridge_today_s_consumption,0.082,2025-10-15T06:16:15.900Z
sensor.kitchen_fridge_today_s_consumption,0.083,2025-10-15T06:16:55.999Z
sensor.kitchen_fridge_today_s_consumption,0.084,2025-10-15T06:17:40.900Z
sensor.kitchen_fridge_today_s_consumption,0.085,2025-10-15T06:18:22.112Z
sensor.kitchen_fridge_today_s_consumption,0.086,2025-10-15T06:19:02.913Z
sensor.kitchen_fridge_today_s_consumption,0.087,2025-10-15T06:19:42.915Z
sensor.kitchen_fridge_today_s_consumption,0.088,2025-10-15T06:20:20.127Z
sensor.kitchen_fridge_today_s_consumption,0.089,2025-10-15T06:21:05.287Z
sensor.kitchen_fridge_today_s_consumption,0.09,2025-10-15T06:21:41.925Z
sensor.kitchen_fridge_today_s_consumption,0.091,2025-10-15T06:22:23.020Z
sensor.kitchen_fridge_today_s_consumption,0.092,2025-10-15T06:23:04.090Z
sensor.kitchen_fridge_today_s_consumption,0.093,2025-10-15T06:23:45.934Z
sensor.kitchen_fridge_today_s_consumption,0.094,2025-10-15T06:24:22.000Z
sensor.kitchen_fridge_today_s_consumption,0.095,2025-10-15T06:25:01.938Z
sensor.kitchen_fridge_today_s_consumption,0.096,2025-10-15T06:25:41.901Z
sensor.kitchen_fridge_today_s_consumption,0.097,2025-10-15T06:26:22.763Z
sensor.kitchen_fridge_today_s_consumption,0.098,2025-10-15T06:27:03.223Z
sensor.kitchen_fridge_today_s_consumption,0.099,2025-10-15T06:27:46.984Z
sensor.kitchen_fridge_today_s_consumption,0.1,2025-10-15T06:28:28.763Z
sensor.kitchen_fridge_today_s_consumption,0.101,2025-10-15T06:29:09.133Z
sensor.kitchen_fridge_today_s_consumption,0.102,2025-10-15T06:29:47.952Z
sensor.kitchen_fridge_today_s_consumption,0.103,2025-10-15T06:30:29.822Z
sensor.kitchen_fridge_today_s_consumption,0.104,2025-10-15T06:31:11.105Z
sensor.kitchen_fridge_today_s_consumption,0.105,2025-10-15T06:31:52.035Z
sensor.kitchen_fridge_today_s_consumption,0.106,2025-10-15T06:32:29.917Z
sensor.kitchen_fridge_today_s_consumption,0.107,2025-10-15T06:33:11.934Z
sensor.kitchen_fridge_today_s_consumption,0.108,2025-10-15T06:33:55.613Z
sensor.kitchen_fridge_today_s_consumption,0.109,2025-10-15T06:34:37.028Z
sensor.kitchen_fridge_today_s_consumption,0.11,2025-10-15T06:35:17.834Z
sensor.kitchen_fridge_today_s_consumption,0.111,2025-10-15T06:35:58.038Z
sensor.kitchen_fridge_today_s_consumption,0.112,2025-10-15T06:36:37.974Z
sensor.kitchen_fridge_today_s_consumption,0.113,2025-10-15T06:37:19.122Z
sensor.kitchen_fridge_today_s_consumption,0.114,2025-10-15T06:37:59.213Z
sensor.kitchen_fridge_today_s_consumption,0.115,2025-10-15T06:38:43.989Z
sensor.kitchen_fridge_today_s_consumption,0.116,2025-10-15T06:39:23.919Z
sensor.kitchen_fridge_today_s_consumption,0.117,2025-10-15T06:40:07.219Z
sensor.kitchen_fridge_today_s_consumption,0.118,2025-10-15T06:40:46.930Z
sensor.kitchen_fridge_today_s_consumption,0.119,2025-10-15T06:41:26.987Z
sensor.kitchen_fridge_today_s_consumption,0.12,2025-10-15T06:42:09.997Z
sensor.kitchen_fridge_today_s_consumption,0.121,2025-10-15T06:42:48.926Z
sensor.kitchen_fridge_today_s_consumption,0.122,2025-10-15T06:43:34.094Z
sensor.kitchen_fridge_today_s_consumption,0.123,2025-10-15T06:44:11.928Z
sensor.kitchen_fridge_today_s_consumption,0.124,2025-10-15T06:44:54.797Z
sensor.kitchen_fridge_today_s_consumption,0.125,2025-10-15T06:45:34.919Z
sensor.kitchen_fridge_today_s_consumption,0.126,2025-10-15T06:46:16.905Z
sensor.kitchen_fridge_today_s_consumption,0.127,2025-10-15T06:46:56.931Z
sensor.kitchen_fridge_today_s_consumption,0.128,2025-10-15T06:47:42.591Z
sensor.kitchen_fridge_today_s_consumption,0.129,2025-10-15T06:48:19.945Z
sensor.kitchen_fridge_today_s_consumption,0.13,2025-10-15T06:49:06.360Z
sensor.kitchen_fridge_today_s_consumption,0.131,2025-10-15T06:49:42.940Z
sensor.kitchen_fridge_today_s_consumption,0.132,2025-10-15T06:50:27.946Z
sensor.kitchen_fridge_today_s_consumption,0.133,2025-10-15T06:51:11.445Z
sensor.kitchen_fridge_today_s_consumption,0.134,2025-10-15T06:51:51.435Z
sensor.kitchen_fridge_today_s_consumption,0.135,2025-10-15T06:52:32.459Z
sensor.kitchen_fridge_today_s_consumption,0.136,2025-10-15T06:52:56.926Z
sensor.kitchen_fridge_today_s_consumption,0.137,2025-10-15T06:53:17.123Z
sensor.kitchen_fridge_today_s_consumption,0.138,2025-10-15T06:53:37.482Z
sensor.kitchen_fridge_today_s_consumption,0.139,2025-10-15T06:53:52.074Z
sensor.kitchen_fridge_today_s_consumption,0.14,2025-10-15T06:54:10.939Z
sensor.kitchen_fridge_today_s_consumption,0.141,2025-10-15T06:54:31.339Z
sensor.kitchen_fridge_today_s_consumption,0.142,2025-10-15T06:54:51.206Z
sensor.kitchen_fridge_today_s_consumption,0.143,2025-10-15T06:55:15.991Z
sensor.kitchen_fridge_today_s_consumption,0.144,2025-10-15T06:55:35.899Z
sensor.kitchen_fridge_today_s_consumption,0.145,2025-10-15T06:55:56.010Z
sensor.kitchen_fridge_today_s_consumption,0.146,2025-10-15T06:56:16.195Z
sensor.kitchen_fridge_today_s_consumption,0.147,2025-10-15T06:56:36.925Z
sensor.kitchen_fridge_today_s_consumption,0.148,2025-10-15T06:56:57.773Z
sensor.kitchen_fridge_today_s_consumption,0.149,2025-10-15T06:57:15.391Z
sensor.kitchen_fridge_today_s_consumption,0.15,2025-10-15T06:57:35.962Z
sensor.kitchen_fridge_today_s_consumption,0.151,2025-10-15T06:57:56.959Z
sensor.kitchen_fridge_today_s_consumption,0.152,2025-10-15T06:58:19.410Z
sensor.kitchen_fridge_today_s_consumption,0.153,2025-10-15T06:58:38.936Z
sensor.kitchen_fridge_today_s_consumption,0.154,2025-10-15T06:59:10.378Z
sensor.kitchen_fridge_today_s_consumption,0.155,2025-10-15T06:59:20.604Z
sensor.kitchen_fridge_today_s_consumption,0.156,2025-10-15T06:59:41.403Z
sensor.kitchen_fridge_today_s_consumption,0.157,2025-10-15T06:59:56.985Z
sensor.kitchen_fridge_today_s_consumption,0.158,2025-10-15T07:00:22.919Z
sensor.kitchen_fridge_today_s_consumption,0.159,2025-10-15T07:00:37.941Z
sensor.kitchen_fridge_today_s_consumption,0.16,2025-10-15T07:01:03.298Z
sensor.kitchen_fridge_today_s_consumption,0.161,2025-10-15T07:01:23.947Z
sensor.kitchen_fridge_today_s_consumption,0.162,2025-10-15T07:01:39.098Z
sensor.kitchen_fridge_today_s_consumption,0.163,2025-10-15T07:02:05.444Z
sensor.kitchen_fridge_today_s_consumption,0.164,2025-10-15T07:02:23.267Z
sensor.kitchen_fridge_today_s_consumption,0.165,2025-10-15T07:02:43.029Z
sensor.kitchen_fridge_today_s_consumption,0.166,2025-10-15T07:03:03.995Z
sensor.kitchen_fridge_today_s_consumption,0.167,2025-10-15T07:03:23.984Z
sensor.kitchen_fridge_today_s_consumption,0.168,2025-10-15T07:03:44.921Z
sensor.kitchen_fridge_today_s_consumption,0.169,2025-10-15T07:04:04.930Z
sensor.kitchen_fridge_today_s_consumption,0.17,2025-10-15T07:04:25.292Z
sensor.kitchen_fridge_today_s_consumption,0.171,2025-10-15T07:04:44.930Z
sensor.kitchen_fridge_today_s_consumption,0.172,2025-10-15T07:05:04.918Z
sensor.kitchen_fridge_today_s_consumption,0.173,2025-10-15T07:05:27.001Z
sensor.kitchen_fridge_today_s_consumption,0.174,2025-10-15T07:05:46.967Z
sensor.kitchen_fridge_today_s_consumption,0.175,2025-10-15T07:06:09.104Z
sensor.kitchen_fridge_today_s_consumption,0.176,2025-10-15T07:06:29.096Z
sensor.kitchen_fridge_today_s_consumption,0.177,2025-10-15T07:06:50.747Z
sensor.kitchen_fridge_today_s_consumption,0.178,2025-10-15T07:07:13.380Z
sensor.kitchen_fridge_today_s_consumption,0.179,2025-10-15T07:07:28.910Z
sensor.kitchen_fridge_today_s_consumption,0.18,2025-10-15T07:07:48.922Z
sensor.kitchen_fridge_today_s_consumption,0.181,2025-10-15T07:08:09.591Z
sensor.kitchen_fridge_today_s_consumption,0.182,2025-10-15T07:08:34.030Z
sensor.kitchen_fridge_today_s_consumption,0.183,2025-10-15T07:08:48.986Z
sensor.kitchen_fridge_today_s_consumption,0.184,2025-10-15T07:09:12.163Z
sensor.kitchen_fridge_today_s_consumption,0.185,2025-10-15T07:09:31.946Z
sensor.kitchen_fridge_today_s_consumption,0.186,2025-10-15T07:09:52.404Z
sensor.kitchen_fridge_today_s_consumption,0.187,2025-10-15T07:10:12.899Z
sensor.kitchen_fridge_today_s_consumption,0.188,2025-10-15T07:10:36.808Z
sensor.kitchen_fridge_today_s_consumption,0.189,2025-10-15T07:10:53.053Z
sensor.kitchen_fridge_today_s_consumption,0.19,2025-10-15T07:11:13.452Z
sensor.kitchen_fridge_today_s_consumption,0.191,2025-10-15T07:11:32.916Z
sensor.kitchen_fridge_today_s_consumption,0.192,2025-10-15T07:11:56.230Z
sensor.kitchen_fridge_today_s_consumption,0.193,2025-10-15T07:12:14.204Z
sensor.kitchen_fridge_today_s_consumption,0.194,2025-10-15T07:12:34.051Z
sensor.kitchen_fridge_today_s_consumption,0.195,2025-10-15T07:12:54.018Z
sensor.kitchen_fridge_today_s_consumption,0.196,2025-10-15T07:13:15.913Z
sensor.kitchen_fridge_today_s_consumption,0.197,2025-10-15T07:13:37.423Z
sensor.kitchen_fridge_today_s_consumption,0.198,2025-10-15T07:13:58.212Z
sensor.kitchen_fridge_today_s_consumption,0.199,2025-10-15T07:14:19.320Z
sensor.kitchen_fridge_today_s_consumption,0.2,2025-10-15T07:14:39.196Z
sensor.kitchen_fridge_today_s_consumption,0.201,2025-10-15T07:15:02.989Z
sensor.kitchen_fridge_today_s_consumption,0.202,2025-10-15T07:15:17.903Z
sensor.kitchen_fridge_today_s_consumption,0.203,2025-10-15T07:15:38.950Z
sensor.kitchen_fridge_today_s_consumption,0.204,2025-10-15T07:15:59.247Z
sensor.kitchen_fridge_today_s_consumption,0.205,2025-10-15T07:16:16.951Z
sensor.kitchen_fridge_today_s_consumption,0.206,2025-10-15T07:16:39.517Z
sensor.kitchen_fridge_today_s_consumption,0.207,2025-10-15T07:17:02.430Z
sensor.kitchen_fridge_today_s_consumption,0.208,2025-10-15T07:17:22.250Z
sensor.kitchen_fridge_today_s_consumption,0.209,2025-10-15T07:17:41.912Z
sensor.kitchen_fridge_today_s_consumption,0.21,2025-10-15T07:18:02.044Z
sensor.kitchen_fridge_today_s_consumption,0.211,2025-10-15T07:18:19.927Z
sensor.kitchen_fridge_today_s_consumption,0.212,2025-10-15T07:18:40.010Z
sensor.kitchen_fridge_today_s_consumption,0.213,2025-10-15T07:19:00.014Z
sensor.kitchen_fridge_today_s_consumption,0.214,2025-10-15T07:19:22.938Z
sensor.kitchen_fridge_today_s_consumption,0.215,2025-10-15T07:19:42.945Z
sensor.kitchen_fridge_today_s_consumption,0.216,2025-10-15T07:20:04.341Z
sensor.kitchen_fridge_today_s_consumption,0.217,2025-10-15T07:20:24.077Z
sensor.kitchen_fridge_today_s_consumption,0.218,2025-10-15T07:20:44.139Z
sensor.kitchen_fridge_today_s_consumption,0.219,2025-10-15T07:21:04.020Z
sensor.kitchen_fridge_today_s_consumption,0.22,2025-10-15T07:21:23.907Z
sensor.kitchen_fridge_today_s_consumption,0.221,2025-10-15T07:21:44.251Z
sensor.kitchen_fridge_today_s_consumption,0.222,2025-10-15T07:22:06.890Z
sensor.kitchen_fridge_today_s_consumption,0.223,2025-10-15T07:22:26.890Z
sensor.kitchen_fridge_today_s_consumption,0.224,2025-10-15T07:22:46.919Z
sensor.kitchen_fridge_today_s_consumption,0.225,2025-10-15T07:23:04.921Z
sensor.kitchen_fridge_today_s_consumption,0.226,2025-10-15T07:23:25.015Z
sensor.kitchen_fridge_today_s_consumption,0.227,2025-10-15T07:23:46.151Z
sensor.kitchen_fridge_today_s_consumption,0.228,2025-10-15T07:24:06.911Z
sensor.kitchen_fridge_today_s_consumption,0.229,2025-10-15T07:24:26.909Z
sensor.kitchen_fridge_today_s_consumption,0.23,2025-10-15T07:24:47.145Z
sensor.kitchen_fridge_today_s_consumption,0.231,2025-10-15T07:25:07.115Z
sensor.kitchen_fridge_today_s_consumption,0.232,2025-10-15T07:25:26.924Z
sensor.kitchen_fridge_today_s_consumption,0.233,2025-10-15T07:25:46.915Z
sensor.kitchen_fridge_today_s_consumption,0.234,2025-10-15T07:26:06.908Z
sensor.kitchen_fridge_today_s_consumption,0.235,2025-10-15T07:26:26.890Z
sensor.kitchen_fridge_today_s_consumption,0.236,2025-10-15T07:26:46.969Z
sensor.kitchen_fridge_today_s_consumption,0.237,2025-10-15T07:27:06.930Z
sensor.kitchen_fridge_today_s_consumption,0.238,2025-10-15T07:27:29.934Z
sensor.kitchen_fridge_today_s_consumption,0.239,2025-10-15T07:27:50.003Z
sensor.kitchen_fridge_today_s_consumption,0.24,2025-10-15T07:28:10.213Z
sensor.kitchen_fridge_today_s_consumption,0.241,2025-10-15T07:28:31.278Z
sensor.kitchen_fridge_today_s_consumption,0.242,2025-10-15T07:28:51.343Z
sensor.kitchen_fridge_today_s_consumption,0.243,2025-10-15T07:29:12.057Z
sensor.kitchen_fridge_today_s_consumption,0.244,2025-10-15T07:29:30.004Z
sensor.kitchen_fridge_today_s_consumption,0.245,2025-10-15T07:29:49.955Z
sensor.kitchen_fridge_today_s_consumption,0.246,2025-10-15T07:30:10.046Z
sensor.kitchen_fridge_today_s_consumption,0.247,2025-10-15T07:30:30.075Z
sensor.kitchen_fridge_today_s_consumption,0.248,2025-10-15T07:30:49.925Z
sensor.kitchen_fridge_today_s_consumption,0.249,2025-10-15T07:31:15.153Z
sensor.kitchen_fridge_today_s_consumption,0.25,2025-10-15T07:31:36.602Z
sensor.kitchen_fridge_today_s_consumption,0.251,2025-10-15T07:31:53.609Z
sensor.kitchen_fridge_today_s_consumption,0.252,2025-10-15T07:32:16.918Z
sensor.kitchen_fridge_today_s_consumption,0.253,2025-10-15T07:32:34.772Z
sensor.kitchen_fridge_today_s_consumption,0.254,2025-10-15T07:33:00.688Z
sensor.kitchen_fridge_today_s_consumption,0.255,2025-10-15T07:33:15.934Z
sensor.kitchen_fridge_today_s_consumption,0.256,2025-10-15T07:33:32.956Z
sensor.kitchen_fridge_today_s_consumption,0.257,2025-10-15T07:33:52.925Z
sensor.kitchen_fridge_today_s_consumption,0.258,2025-10-15T07:34:19.141Z
sensor.kitchen_fridge_today_s_consumption,0.259,2025-10-15T07:34:33.909Z
sensor.kitchen_fridge_today_s_consumption,0.26,2025-10-15T07:34:55.328Z
sensor.kitchen_fridge_today_s_consumption,0.261,2025-10-15T07:35:18.075Z
sensor.kitchen_fridge_today_s_consumption,0.262,2025-10-15T07:35:40.013Z
sensor.kitchen_fridge_today_s_consumption,0.263,2025-10-15T07:35:59.045Z
sensor.kitchen_fridge_today_s_consumption,0.264,2025-10-15T07:36:19.361Z
sensor.kitchen_fridge_today_s_consumption,0.265,2025-10-15T07:36:39.006Z
sensor.kitchen_fridge_today_s_consumption,0.266,2025-10-15T07:37:01.174Z
sensor.kitchen_fridge_today_s_consumption,0.267,2025-10-15T07:43:09.982Z
sensor.kitchen_fridge_today_s_consumption,0.268,2025-10-15T07:50:29.033Z
sensor.kitchen_fridge_today_s_consumption,0.269,2025-10-15T07:51:05.688Z
sensor.kitchen_fridge_today_s_consumption,0.27,2025-10-15T07:51:41.136Z
sensor.kitchen_fridge_today_s_consumption,0.271,2025-10-15T07:52:15.632Z
sensor.kitchen_fridge_today_s_consumption,unavailable,2025-10-15T07:53:18.802Z
sensor.kitchen_fridge_today_s_consumption,0.273,2025-10-15T07:53:24.424Z
sensor.kitchen_fridge_today_s_consumption,0.274,2025-10-15T07:54:00.866Z
sensor.kitchen_fridge_today_s_consumption,0.275,2025-10-15T07:54:38.514Z
sensor.kitchen_fridge_today_s_consumption,0.276,2025-10-15T07:55:12.193Z
sensor.kitchen_fridge_today_s_consumption,0.277,2025-10-15T07:55:47.002Z
sensor.kitchen_fridge_today_s_consumption,0.278,2025-10-15T07:56:27.113Z
sensor.kitchen_fridge_today_s_consumption,0.279,2025-10-15T07:57:05.173Z
sensor.kitchen_fridge_today_s_consumption,0.28,2025-10-15T07:57:36.398Z
sensor.kitchen_fridge_today_s_consumption,0.281,2025-10-15T07:58:17.373Z
sensor.kitchen_fridge_today_s_consumption,0.282,2025-10-15T07:58:51.986Z
sensor.kitchen_fridge_today_s_consumption,0.283,2025-10-15T07:59:44.599Z
sensor.kitchen_fridge_today_s_consumption,0.284,2025-10-15T08:00:07.364Z
sensor.kitchen_fridge_today_s_consumption,0.285,2025-10-15T08:00:43.162Z
sensor.kitchen_fridge_today_s_consumption,0.286,2025-10-15T08:01:14.953Z
sensor.kitchen_fridge_today_s_consumption,0.287,2025-10-15T08:01:56.632Z
sensor.kitchen_fridge_today_s_consumption,0.288,2025-10-15T08:02:27.966Z
sensor.kitchen_fridge_today_s_consumption,0.289,2025-10-15T08:03:08.481Z
sensor.kitchen_fridge_today_s_consumption,0.29,2025-10-15T08:03:43.928Z
sensor.kitchen_fridge_today_s_consumption,0.291,2025-10-15T08:04:19.955Z
sensor.kitchen_fridge_today_s_consumption,0.292,2025-10-15T08:04:54.963Z
sensor.kitchen_fridge_today_s_consumption,0.293,2025-10-15T08:05:31.142Z
sensor.kitchen_fridge_today_s_consumption,0.294,2025-10-15T08:06:11.025Z
sensor.kitchen_fridge_today_s_consumption,0.295,2025-10-15T08:06:46.934Z
sensor.kitchen_fridge_today_s_consumption,0.296,2025-10-15T08:07:23.912Z
sensor.kitchen_fridge_today_s_consumption,0.297,2025-10-15T08:07:57.440Z
sensor.kitchen_fridge_today_s_consumption,0.298,2025-10-15T08:08:32.973Z
sensor.kitchen_fridge_today_s_consumption,0.299,2025-10-15T08:09:18.363Z
sensor.kitchen_fridge_today_s_consumption,0.3,2025-10-15T08:09:48.958Z
sensor.kitchen_fridge_today_s_consumption,0.301,2025-10-15T08:10:22.061Z
sensor.kitchen_fridge_today_s_consumption,0.302,2025-10-15T08:11:01.257Z
sensor.kitchen_fridge_today_s_consumption,0.303,2025-10-15T08:11:36.295Z
sensor.kitchen_fridge_today_s_consumption,0.304,2025-10-15T08:12:24.222Z
sensor.kitchen_fridge_today_s_consumption,0.305,2025-10-15T08:12:49.902Z
sensor.kitchen_fridge_today_s_consumption,0.306,2025-10-15T08:13:25.904Z
sensor.kitchen_fridge_today_s_consumption,0.307,2025-10-15T08:14:03.842Z
sensor.kitchen_fridge_today_s_consumption,0.308,2025-10-15T08:14:39.990Z
sensor.kitchen_fridge_today_s_consumption,0.309,2025-10-15T08:15:15.230Z
sensor.kitchen_fridge_today_s_consumption,0.31,2025-10-15T08:15:52.957Z
sensor.kitchen_fridge_today_s_consumption,0.311,2025-10-15T08:16:28.946Z
sensor.kitchen_fridge_today_s_consumption,0.312,2025-10-15T08:17:07.396Z
sensor.kitchen_fridge_today_s_consumption,0.313,2025-10-15T08:17:39.989Z
sensor.kitchen_fridge_today_s_consumption,unavailable,2025-10-15T08:18:20.792Z
sensor.kitchen_fridge_today_s_consumption,0.314,2025-10-15T08:18:32.861Z
sensor.kitchen_fridge_today_s_consumption,0.315,2025-10-15T08:18:53.938Z
sensor.kitchen_fridge_today_s_consumption,0.316,2025-10-15T08:19:30.936Z
sensor.kitchen_fridge_today_s_consumption,0.317,2025-10-15T08:20:11.615Z
sensor.kitchen_fridge_today_s_consumption,0.318,2025-10-15T08:20:46.977Z
sensor.kitchen_fridge_today_s_consumption,0.319,2025-10-15T08:21:22.253Z
sensor.kitchen_fridge_today_s_consumption,0.32,2025-10-15T08:21:57.049Z
sensor.kitchen_fridge_today_s_consumption,0.321,2025-10-15T08:22:32.920Z
sensor.kitchen_fridge_today_s_consumption,0.322,2025-10-15T08:23:06.013Z
sensor.kitchen_fridge_today_s_consumption,0.323,2025-10-15T08:23:41.902Z
sensor.kitchen_fridge_today_s_consumption,unknown,2025-10-15T08:24:37.979Z
sensor.kitchen_fridge_today_s_consumption,0.324,2025-10-15T08:24:47.576Z
sensor.kitchen_fridge_today_s_consumption,0.325,2025-10-15T08:24:57.132Z
sensor.kitchen_fridge_today_s_consumption,unavailable,2025-10-15T08:27:49.641Z
sensor.kitchen_fridge_today_s_consumption,0.347,2025-10-15T08:39:55.264Z
